CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
586.0,France,Male,39.0,1.0,0.0,2.0,1.0,0.0,179861.79
719.0,Spain,Male,39.0,8.0,0.0,2.0,1.0,0.0,131283.6
556.0,Spain,Male,30.0,9.0,0.0,2.0,1.0,0.0,104936.88
778.0,Germany,Male,41.0,6.0,132837.7,1.0,1.0,1.0,152884.85
773.0,Spain,Female,39.0,4.0,0.0,2.0,1.0,1.0,166370.81
720.0,France,Female,38.0,5.0,0.0,2.0,1.0,1.0,59816.41
633.0,Spain,Female,26.0,1.0,0.0,2.0,1.0,1.0,78744.39
696.0,Germany,Female,26.0,9.0,170840.09,2.0,0.0,1.0,75927.35
611.0,France,Male,32.0,5.0,0.0,2.0,0.0,1.0,81251.24
758.0,Spain,Male,36.0,2.0,81070.34,1.0,0.0,1.0,80985.88
732.0,France,Male,34.0,4.0,0.0,2.0,0.0,1.0,180134.88
521.0,Spain,Female,43.0,1.0,0.0,2.0,1.0,1.0,132029.95
558.0,Spain,Male,35.0,7.0,0.0,2.0,1.0,1.0,129891.66
582.0,France,Male,27.0,4.0,0.0,1.0,1.0,1.0,52795.56
603.0,France,Male,30.0,4.0,121626.9,1.0,1.0,1.0,73564.44
613.0,Spain,Female,48.0,6.0,81564.1,1.0,1.0,1.0,50404.72
697.0,France,Female,42.0,7.0,0.0,2.0,1.0,0.0,106977.8
665.0,Germany,Male,55.0,9.0,149085.7,1.0,1.0,1.0,139735.54
684.0,Spain,Female,34.0,4.0,0.0,2.0,1.0,0.0,91433.53
687.0,France,Female,42.0,6.0,0.0,1.0,1.0,1.0,116696.77
677.0,France,Male,41.0,4.0,128718.78,1.0,0.0,0.0,71811.3
687.0,Spain,Female,40.0,3.0,0.0,1.0,1.0,0.0,70618.0
601.0,France,Female,37.0,6.0,0.0,1.0,1.0,1.0,153662.88
641.0,France,Male,25.0,5.0,0.0,1.0,1.0,1.0,168895.06
644.0,Spain,Male,34.0,2.0,0.0,2.0,0.0,1.0,116471.43
835.0,France,Male,37.0,8.0,75888.2,2.0,1.0,0.0,102515.42
581.0,Spain,Female,43.0,6.0,96926.12,1.0,1.0,0.0,54560.79
711.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,186489.14
850.0,Germany,Male,43.0,2.0,140720.93,2.0,0.0,0.0,70548.96
691.0,France,Male,27.0,10.0,0.0,2.0,1.0,1.0,158750.53
683.0,France,Male,39.0,8.0,0.0,2.0,1.0,0.0,184514.01
589.0,France,Female,38.0,7.0,0.0,2.0,1.0,1.0,170968.99
689.0,France,Male,40.0,5.0,0.0,2.0,0.0,1.0,121311.12
730.0,France,Male,37.0,3.0,95947.76,1.0,0.0,1.0,163911.32
709.0,Spain,Male,39.0,8.0,94440.37,1.0,1.0,1.0,127022.87
722.0,France,Female,26.0,7.0,0.0,2.0,1.0,1.0,61513.87
629.0,France,Male,37.0,8.0,0.0,2.0,1.0,0.0,100941.57
622.0,France,Female,34.0,0.0,0.0,2.0,0.0,0.0,164053.4
565.0,Spain,Male,36.0,6.0,0.0,2.0,0.0,0.0,108008.65
627.0,Germany,Male,35.0,8.0,132623.6,2.0,1.0,0.0,158887.09
756.0,Spain,Male,28.0,2.0,0.0,2.0,1.0,0.0,116046.22
717.0,France,Male,31.0,8.0,0.0,1.0,0.0,1.0,151481.86
849.0,France,Female,39.0,6.0,106344.95,1.0,0.0,1.0,122518.5
757.0,France,Female,56.0,9.0,0.0,1.0,1.0,0.0,171971.25
663.0,France,Male,46.0,7.0,0.0,2.0,1.0,1.0,126475.79
695.0,France,Male,40.0,4.0,0.0,1.0,1.0,0.0,140168.36
637.0,France,Male,44.0,5.0,0.0,2.0,1.0,1.0,75825.57
728.0,Spain,Female,30.0,9.0,0.0,2.0,1.0,1.0,125823.59
585.0,Germany,Female,55.0,8.0,122725.1,1.0,1.0,0.0,89199.51
575.0,Germany,Female,27.0,3.0,109848.6,1.0,1.0,1.0,77511.45
598.0,France,Female,51.0,3.0,137239.17,1.0,0.0,1.0,72885.62
597.0,Spain,Male,36.0,3.0,0.0,2.0,1.0,1.0,187905.12
757.0,France,Male,42.0,7.0,125510.82,1.0,1.0,0.0,140723.05
596.0,France,Male,26.0,4.0,0.0,2.0,1.0,0.0,71173.64
622.0,France,Male,43.0,1.0,123855.58,1.0,0.0,1.0,121551.58
639.0,France,Male,36.0,8.0,0.0,1.0,1.0,0.0,187800.63
592.0,France,Female,46.0,2.0,0.0,1.0,1.0,1.0,140723.05
611.0,France,Female,52.0,6.0,0.0,1.0,1.0,1.0,173516.71
667.0,Spain,Female,36.0,8.0,0.0,2.0,1.0,1.0,157527.6
593.0,France,Male,45.0,2.0,109798.25,1.0,1.0,0.0,96825.08
652.0,Germany,Male,37.0,6.0,126104.98,2.0,1.0,1.0,170514.21
683.0,Germany,Female,34.0,4.0,99266.63,1.0,1.0,1.0,126812.63
657.0,France,Male,30.0,1.0,0.0,1.0,1.0,1.0,27149.27
612.0,Spain,Female,33.0,5.0,0.0,1.0,1.0,1.0,121311.12
662.0,France,Male,30.0,9.0,122314.5,1.0,1.0,0.0,174531.27
727.0,France,Male,33.0,7.0,0.0,2.0,0.0,0.0,150238.35
535.0,Germany,Female,33.0,1.0,129974.79,1.0,0.0,0.0,167969.15
732.0,Spain,Female,26.0,8.0,0.0,2.0,0.0,1.0,78970.58
731.0,Spain,Female,47.0,3.0,122549.64,3.0,1.0,0.0,71830.1
556.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,114675.75
513.0,France,Female,32.0,1.0,0.0,2.0,1.0,1.0,171378.77
469.0,France,Male,36.0,7.0,143656.55,1.0,1.0,1.0,158958.3
574.0,Spain,Male,33.0,6.0,0.0,1.0,1.0,0.0,95655.16
647.0,Spain,Male,31.0,4.0,0.0,2.0,0.0,0.0,79450.61
687.0,France,Male,30.0,3.0,0.0,1.0,1.0,1.0,99490.01
597.0,Spain,Female,41.0,2.0,0.0,2.0,1.0,0.0,158750.53
721.0,France,Male,30.0,4.0,0.0,1.0,1.0,0.0,102299.81
631.0,France,Male,22.0,10.0,0.0,2.0,1.0,1.0,72945.47
611.0,France,Female,33.0,9.0,179960.2,1.0,1.0,1.0,102925.76
696.0,Spain,Male,31.0,7.0,81844.81,2.0,1.0,1.0,61793.47
705.0,Spain,Female,36.0,6.0,0.0,1.0,1.0,1.0,101866.39
708.0,Germany,Male,29.0,4.0,132670.53,1.0,0.0,1.0,114083.73
667.0,France,Female,34.0,9.0,0.0,1.0,1.0,0.0,62389.35
745.0,Spain,Male,42.0,7.0,0.0,2.0,1.0,1.0,181757.19
721.0,Germany,Female,24.0,9.0,114590.58,1.0,1.0,0.0,183569.25
748.0,France,Male,36.0,7.0,96956.1,1.0,0.0,0.0,24275.32
723.0,France,Female,36.0,6.0,0.0,2.0,1.0,0.0,171056.65
555.0,Germany,Female,56.0,5.0,122924.75,1.0,1.0,1.0,64345.61
807.0,Germany,Male,37.0,7.0,142721.52,1.0,1.0,0.0,123982.17
615.0,France,Female,42.0,6.0,0.0,2.0,1.0,1.0,53784.22
679.0,Germany,Male,36.0,9.0,123557.65,2.0,1.0,1.0,163566.36
604.0,France,Male,34.0,8.0,0.0,2.0,1.0,0.0,151411.3
753.0,France,Female,33.0,8.0,129472.33,1.0,1.0,0.0,58974.0
659.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,0.0,135925.72
842.0,Spain,Female,40.0,5.0,174060.46,1.0,1.0,1.0,88878.15
754.0,Spain,Male,24.0,4.0,0.0,2.0,1.0,0.0,181224.56
578.0,Spain,Female,38.0,4.0,0.0,2.0,1.0,1.0,140134.43
835.0,France,Female,67.0,3.0,0.0,2.0,1.0,1.0,161076.92
684.0,France,Female,47.0,8.0,0.0,1.0,1.0,0.0,163550.58
628.0,France,Female,28.0,8.0,0.0,1.0,1.0,0.0,123866.43
704.0,Spain,Female,49.0,8.0,0.0,1.0,0.0,0.0,171096.2
694.0,Spain,Female,38.0,8.0,0.0,2.0,0.0,0.0,170893.85
586.0,Germany,Female,51.0,8.0,121513.31,1.0,0.0,0.0,166588.76
568.0,France,Female,35.0,6.0,0.0,2.0,1.0,1.0,87834.4
691.0,France,Male,40.0,4.0,0.0,1.0,1.0,0.0,103557.85
652.0,Spain,Female,29.0,7.0,123870.07,1.0,1.0,1.0,96670.2
758.0,France,Female,31.0,8.0,0.0,2.0,1.0,0.0,151738.54
683.0,Spain,Female,32.0,6.0,0.0,2.0,1.0,0.0,79479.74
722.0,France,Male,40.0,4.0,0.0,2.0,1.0,1.0,141400.51
655.0,Germany,Male,46.0,4.0,115350.63,1.0,1.0,0.0,79580.56
593.0,Spain,Male,34.0,6.0,0.0,2.0,1.0,0.0,74898.8
680.0,Spain,Male,28.0,6.0,0.0,2.0,1.0,1.0,103792.53
597.0,Germany,Male,31.0,0.0,122949.21,2.0,1.0,0.0,45613.75
649.0,France,Female,51.0,9.0,0.0,1.0,1.0,0.0,171378.77
644.0,France,Female,32.0,3.0,0.0,2.0,1.0,0.0,129569.92
564.0,France,Male,37.0,5.0,0.0,1.0,1.0,1.0,159835.53
581.0,Spain,Female,30.0,8.0,0.0,2.0,1.0,0.0,119969.99
662.0,Spain,Male,43.0,6.0,142072.02,1.0,1.0,0.0,54947.51
575.0,France,Female,39.0,10.0,0.0,2.0,1.0,1.0,127528.84
683.0,France,Female,39.0,6.0,0.0,2.0,0.0,0.0,60907.49
555.0,France,Male,30.0,6.0,0.0,1.0,1.0,0.0,44406.17
646.0,Germany,Male,44.0,2.0,103873.39,2.0,1.0,0.0,95719.73
649.0,Spain,Male,40.0,3.0,0.0,1.0,1.0,0.0,159830.58
675.0,France,Female,52.0,3.0,0.0,1.0,1.0,1.0,51703.09
753.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,167784.28
673.0,Germany,Male,41.0,5.0,141825.88,1.0,1.0,1.0,72852.74
670.0,Spain,Male,30.0,4.0,0.0,2.0,1.0,1.0,53353.37
738.0,France,Male,41.0,5.0,0.0,2.0,1.0,0.0,162599.51
686.0,Spain,Male,32.0,6.0,109844.81,1.0,1.0,1.0,81776.84
589.0,France,Female,48.0,1.0,0.0,1.0,1.0,1.0,162719.69
717.0,Spain,Male,43.0,2.0,0.0,1.0,0.0,0.0,73922.95
686.0,France,Male,30.0,6.0,0.0,2.0,1.0,1.0,164081.42
574.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,61569.07
678.0,France,Female,42.0,1.0,0.0,2.0,1.0,1.0,130446.65
598.0,France,Female,32.0,2.0,0.0,2.0,1.0,0.0,152992.04
575.0,France,Male,37.0,3.0,124493.07,1.0,1.0,0.0,86950.72
605.0,France,Male,35.0,5.0,0.0,1.0,1.0,0.0,151401.33
755.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,96985.58
489.0,Germany,Male,42.0,7.0,122449.31,1.0,1.0,1.0,168035.62
632.0,France,Male,27.0,3.0,0.0,2.0,1.0,1.0,132468.76
633.0,France,Male,28.0,5.0,0.0,2.0,1.0,0.0,142911.99
613.0,Spain,Male,43.0,9.0,0.0,2.0,1.0,1.0,6761.84
593.0,Germany,Female,34.0,6.0,121215.9,1.0,1.0,0.0,52367.29
632.0,France,Male,46.0,3.0,116927.89,1.0,1.0,1.0,84871.99
724.0,France,Female,34.0,7.0,0.0,2.0,1.0,1.0,132547.02
597.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,9241.52
547.0,Spain,Male,33.0,3.0,0.0,2.0,1.0,1.0,82696.84
687.0,Germany,Male,35.0,9.0,125534.51,1.0,1.0,1.0,131964.66
730.0,Spain,Male,31.0,2.0,0.0,2.0,0.0,0.0,96526.12
619.0,France,Female,32.0,9.0,0.0,2.0,1.0,0.0,49833.5
627.0,France,Male,26.0,6.0,0.0,2.0,1.0,1.0,67431.28
681.0,France,Female,40.0,8.0,0.0,2.0,0.0,0.0,176712.59
590.0,France,Female,38.0,8.0,0.0,2.0,1.0,0.0,167972.19
758.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,138880.24
627.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,52795.56
637.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,137841.9
732.0,France,Male,34.0,5.0,0.0,2.0,1.0,1.0,138880.24
679.0,France,Male,29.0,9.0,0.0,2.0,1.0,0.0,80963.92
593.0,Spain,Female,33.0,9.0,0.0,2.0,0.0,1.0,81861.1
661.0,France,Male,37.0,6.0,0.0,2.0,1.0,1.0,121299.14
596.0,France,Female,35.0,6.0,0.0,1.0,0.0,1.0,138051.19
727.0,Spain,Male,35.0,7.0,0.0,1.0,1.0,1.0,167984.72
786.0,Germany,Female,50.0,1.0,98899.91,1.0,0.0,0.0,60905.51
592.0,France,Female,45.0,1.0,0.0,1.0,1.0,0.0,79323.61
656.0,France,Female,30.0,2.0,0.0,2.0,1.0,0.0,184514.01
652.0,Spain,Female,27.0,5.0,0.0,1.0,1.0,0.0,138849.06
725.0,France,Male,40.0,4.0,0.0,2.0,1.0,1.0,132418.59
713.0,France,Male,31.0,6.0,174851.9,1.0,1.0,0.0,165082.25
579.0,France,Male,40.0,2.0,149961.99,1.0,1.0,1.0,147040.25
684.0,France,Male,41.0,5.0,96679.71,1.0,1.0,0.0,105599.69
653.0,France,Female,34.0,3.0,0.0,2.0,1.0,0.0,146738.83
727.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,154460.16
731.0,France,Male,33.0,5.0,103257.14,1.0,1.0,0.0,175380.77
744.0,France,Male,40.0,9.0,121528.65,1.0,1.0,0.0,182865.09
652.0,France,Male,30.0,4.0,0.0,1.0,1.0,0.0,97734.3
667.0,France,Female,30.0,6.0,0.0,2.0,1.0,1.0,64771.61
527.0,Germany,Male,31.0,7.0,152335.7,1.0,0.0,0.0,110285.2
648.0,Germany,Male,27.0,2.0,116936.81,2.0,1.0,1.0,84760.32
565.0,France,Male,41.0,2.0,0.0,2.0,0.0,1.0,182025.95
723.0,France,Female,29.0,2.0,0.0,2.0,1.0,0.0,72350.47
659.0,France,Female,34.0,7.0,0.0,2.0,1.0,0.0,179144.54
678.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,55313.44
671.0,France,Female,45.0,8.0,104405.54,1.0,1.0,1.0,147720.27
596.0,France,Male,52.0,6.0,0.0,2.0,0.0,1.0,134732.99
657.0,France,Female,40.0,3.0,98488.08,1.0,1.0,1.0,127841.86
707.0,Spain,Male,66.0,7.0,0.0,2.0,1.0,0.0,134875.37
711.0,Germany,Male,31.0,2.0,142862.21,2.0,0.0,1.0,69320.97
628.0,France,Male,60.0,10.0,0.0,1.0,1.0,0.0,134889.95
757.0,Spain,Female,46.0,4.0,0.0,1.0,1.0,0.0,170886.88
663.0,Germany,Male,37.0,6.0,131033.76,2.0,1.0,0.0,96847.91
638.0,Spain,Male,38.0,7.0,73054.37,1.0,1.0,0.0,51454.06
724.0,France,Male,34.0,6.0,0.0,2.0,1.0,1.0,183963.34
769.0,France,Male,37.0,8.0,0.0,2.0,1.0,1.0,156917.19
586.0,Spain,Female,45.0,10.0,0.0,2.0,1.0,0.0,121151.1
593.0,Germany,Female,42.0,6.0,128960.21,1.0,0.0,0.0,74854.97
682.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,125553.51
714.0,France,Male,43.0,9.0,0.0,2.0,1.0,1.0,71672.36
636.0,Spain,Male,43.0,7.0,0.0,2.0,0.0,0.0,6078.46
678.0,Spain,Male,44.0,7.0,0.0,1.0,1.0,0.0,126812.63
716.0,France,Female,31.0,2.0,0.0,2.0,1.0,0.0,93844.88
590.0,France,Male,26.0,7.0,95830.43,1.0,1.0,1.0,73470.98
537.0,Germany,Male,36.0,4.0,95507.12,2.0,1.0,1.0,107811.28
686.0,France,Male,38.0,0.0,0.0,1.0,1.0,1.0,162719.69
850.0,Spain,Male,33.0,8.0,133436.04,1.0,1.0,1.0,176903.38
673.0,France,Male,41.0,3.0,0.0,2.0,0.0,1.0,161243.83
516.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,1.0,148087.62
679.0,Spain,Female,43.0,6.0,0.0,2.0,1.0,0.0,130132.41
675.0,France,Female,40.0,9.0,0.0,1.0,1.0,1.0,96498.14
753.0,Germany,Female,26.0,2.0,123784.95,4.0,1.0,1.0,152996.89
545.0,France,Male,30.0,1.0,102945.01,1.0,1.0,1.0,137961.41
679.0,Spain,Male,38.0,3.0,0.0,2.0,1.0,0.0,188274.6
584.0,Spain,Male,43.0,3.0,0.0,2.0,1.0,1.0,183490.99
588.0,Spain,Male,41.0,1.0,0.0,2.0,1.0,1.0,176730.02
706.0,Germany,Male,33.0,6.0,106266.8,2.0,1.0,1.0,142730.27
708.0,Germany,Male,23.0,6.0,114435.47,1.0,0.0,0.0,43982.41
648.0,France,Female,49.0,1.0,0.0,1.0,1.0,0.0,25951.91
603.0,France,Female,36.0,2.0,0.0,2.0,1.0,0.0,103726.71
575.0,Germany,Male,37.0,8.0,98738.92,1.0,0.0,0.0,105986.01
573.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,58467.08
595.0,France,Male,46.0,7.0,87967.42,2.0,1.0,0.0,72993.67
745.0,France,Male,22.0,10.0,154737.88,2.0,1.0,1.0,143952.24
485.0,France,Male,41.0,7.0,0.0,2.0,1.0,1.0,47848.56
705.0,France,Female,37.0,4.0,76548.6,1.0,1.0,1.0,109843.16
627.0,Spain,Male,33.0,8.0,0.0,1.0,1.0,0.0,95985.64
523.0,Spain,Female,33.0,10.0,0.0,2.0,1.0,1.0,142963.29
735.0,Germany,Male,28.0,7.0,171982.95,2.0,0.0,0.0,79495.01
684.0,Germany,Female,36.0,1.0,153855.36,2.0,1.0,1.0,90928.48
763.0,Germany,Female,43.0,4.0,103516.87,2.0,1.0,0.0,177092.16
683.0,France,Female,25.0,5.0,0.0,2.0,0.0,0.0,125962.02
652.0,Germany,Female,46.0,5.0,126384.42,1.0,1.0,0.0,101057.95
731.0,Spain,Female,56.0,3.0,0.0,1.0,1.0,0.0,131312.56
592.0,France,Female,28.0,7.0,0.0,2.0,1.0,0.0,177670.57
850.0,France,Male,34.0,8.0,114005.94,1.0,1.0,0.0,112269.67
638.0,Spain,Male,43.0,7.0,0.0,1.0,1.0,0.0,138526.96
598.0,Spain,Male,27.0,5.0,0.0,2.0,1.0,0.0,111307.98
627.0,France,Female,25.0,9.0,0.0,2.0,1.0,1.0,168034.83
729.0,France,Male,33.0,9.0,0.0,2.0,0.0,0.0,47972.65
699.0,France,Male,38.0,1.0,0.0,2.0,1.0,1.0,86927.53
646.0,France,Female,28.0,9.0,0.0,2.0,1.0,0.0,172576.43
663.0,France,Female,29.0,2.0,0.0,2.0,1.0,0.0,108747.12
592.0,France,Male,48.0,3.0,0.0,1.0,0.0,0.0,10074.05
584.0,Spain,Male,27.0,10.0,0.0,2.0,1.0,1.0,97983.44
588.0,France,Male,42.0,7.0,132292.39,1.0,1.0,1.0,140579.17
573.0,Germany,Male,47.0,2.0,135643.0,1.0,0.0,1.0,127413.0
613.0,France,Male,41.0,9.0,0.0,2.0,1.0,1.0,142400.27
602.0,Spain,Female,35.0,8.0,0.0,2.0,1.0,0.0,158840.99
651.0,France,Female,39.0,10.0,0.0,2.0,1.0,0.0,94878.19
743.0,France,Male,50.0,5.0,0.0,1.0,1.0,0.0,172497.78
622.0,Germany,Male,24.0,6.0,115029.4,2.0,1.0,0.0,63981.37
562.0,Spain,Male,45.0,8.0,0.0,1.0,0.0,0.0,66977.68
653.0,Spain,Male,34.0,3.0,0.0,2.0,0.0,0.0,48559.19
693.0,France,Female,26.0,1.0,0.0,2.0,1.0,1.0,1375.46
749.0,France,Female,37.0,7.0,109632.85,1.0,1.0,0.0,58855.85
725.0,France,Female,38.0,3.0,51962.91,2.0,1.0,1.0,71830.1
757.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,182633.63
561.0,France,Male,26.0,8.0,0.0,1.0,1.0,0.0,134778.01
619.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,64716.08
717.0,Germany,Female,57.0,0.0,115007.08,1.0,1.0,0.0,155846.69
710.0,France,Female,36.0,1.0,0.0,1.0,0.0,0.0,106977.8
679.0,France,Female,36.0,2.0,0.0,2.0,1.0,1.0,63732.9
651.0,Spain,Female,34.0,6.0,0.0,1.0,1.0,1.0,85983.54
581.0,Germany,Male,49.0,0.0,126473.33,1.0,1.0,1.0,172586.89
473.0,France,Male,43.0,3.0,0.0,2.0,1.0,1.0,35673.42
611.0,Germany,Male,28.0,0.0,124577.33,1.0,1.0,1.0,151822.66
569.0,France,Male,35.0,3.0,0.0,2.0,1.0,0.0,75959.1
769.0,France,Male,39.0,4.0,0.0,2.0,1.0,1.0,82565.01
635.0,Germany,Male,29.0,6.0,139825.55,2.0,1.0,1.0,168816.22
577.0,Spain,Male,32.0,9.0,0.0,1.0,1.0,0.0,143598.7
539.0,Germany,Male,57.0,4.0,123372.3,1.0,1.0,0.0,109545.56
628.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,50368.63
616.0,Spain,Female,44.0,9.0,0.0,1.0,0.0,0.0,65816.53
632.0,France,Female,31.0,8.0,149961.99,1.0,1.0,1.0,53411.73
576.0,Germany,Female,39.0,5.0,133501.56,1.0,1.0,1.0,118545.49
557.0,Germany,Female,47.0,9.0,111911.73,1.0,0.0,1.0,139911.95
641.0,France,Male,40.0,5.0,0.0,2.0,1.0,0.0,55868.97
554.0,France,Male,38.0,10.0,0.0,1.0,1.0,0.0,174729.3
683.0,Spain,Male,32.0,1.0,0.0,1.0,1.0,0.0,118319.5
565.0,France,Female,64.0,1.0,0.0,1.0,1.0,1.0,131660.41
593.0,France,Male,27.0,10.0,0.0,2.0,1.0,0.0,147955.91
587.0,Germany,Female,40.0,2.0,132730.17,1.0,1.0,0.0,66580.13
524.0,Spain,Female,44.0,2.0,0.0,1.0,1.0,0.0,173940.59
714.0,Germany,Male,48.0,2.0,127471.56,1.0,1.0,0.0,86957.42
562.0,Spain,Female,36.0,9.0,0.0,2.0,1.0,0.0,193018.71
708.0,France,Female,34.0,2.0,0.0,1.0,0.0,1.0,60905.51
685.0,France,Female,46.0,5.0,0.0,1.0,0.0,0.0,152740.16
579.0,France,Male,49.0,5.0,0.0,2.0,1.0,0.0,93883.53
679.0,Germany,Female,45.0,5.0,118889.66,1.0,1.0,1.0,181203.5
724.0,Spain,Male,40.0,3.0,164951.67,2.0,1.0,0.0,74849.46
607.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,0.0,52341.15
744.0,France,Female,42.0,4.0,0.0,2.0,1.0,1.0,71179.31
486.0,France,Male,31.0,7.0,0.0,2.0,1.0,1.0,176852.08
655.0,France,Male,39.0,6.0,128760.32,1.0,1.0,0.0,79314.1
642.0,France,Female,33.0,5.0,126773.43,1.0,1.0,0.0,161083.73
589.0,France,Male,34.0,10.0,0.0,2.0,0.0,1.0,172033.57
661.0,Spain,Male,30.0,3.0,0.0,2.0,1.0,0.0,141679.72
481.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,161253.08
738.0,Spain,Male,60.0,7.0,0.0,1.0,1.0,0.0,89935.73
794.0,France,Male,38.0,7.0,0.0,2.0,1.0,0.0,149613.81
605.0,Spain,Female,34.0,5.0,0.0,2.0,0.0,1.0,142210.93
593.0,France,Male,31.0,5.0,0.0,2.0,1.0,1.0,157937.35
593.0,France,Female,28.0,4.0,0.0,2.0,1.0,1.0,82820.85
754.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,103557.93
684.0,Spain,Male,28.0,2.0,153639.11,1.0,0.0,0.0,152298.28
584.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,1.0,165675.01
727.0,France,Male,34.0,1.0,135115.16,1.0,1.0,1.0,134878.34
785.0,France,Male,40.0,6.0,110926.99,2.0,1.0,0.0,120801.65
733.0,France,Female,41.0,6.0,0.0,2.0,1.0,1.0,93769.89
583.0,France,Female,42.0,9.0,0.0,1.0,0.0,0.0,116495.55
648.0,France,Female,31.0,9.0,0.0,2.0,1.0,0.0,156774.94
699.0,France,Male,38.0,0.0,122446.61,1.0,1.0,0.0,62368.33
676.0,Spain,Male,39.0,7.0,0.0,2.0,1.0,1.0,90876.95
675.0,France,Female,41.0,7.0,0.0,2.0,0.0,1.0,138880.24
713.0,France,Male,43.0,6.0,116803.8,1.0,1.0,1.0,61931.21
850.0,France,Female,47.0,6.0,0.0,2.0,1.0,1.0,160129.99
526.0,France,Male,29.0,8.0,136689.66,2.0,1.0,0.0,107787.42
583.0,Spain,Male,46.0,6.0,0.0,2.0,1.0,0.0,57896.24
523.0,France,Female,32.0,7.0,117020.08,2.0,1.0,1.0,124572.33
589.0,France,Male,32.0,2.0,0.0,2.0,0.0,0.0,112269.67
684.0,Spain,Male,38.0,9.0,0.0,2.0,1.0,0.0,181794.86
653.0,France,Female,35.0,4.0,0.0,1.0,1.0,1.0,59571.5
725.0,Spain,Female,29.0,9.0,0.0,1.0,1.0,1.0,112269.67
559.0,Spain,Male,38.0,8.0,0.0,2.0,1.0,1.0,166677.35
729.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,77965.44
599.0,France,Female,49.0,4.0,0.0,2.0,1.0,1.0,176943.59
578.0,Spain,Male,37.0,5.0,0.0,2.0,1.0,0.0,48876.84
754.0,France,Male,30.0,8.0,0.0,2.0,1.0,0.0,142911.99
678.0,France,Female,35.0,2.0,121542.53,1.0,1.0,1.0,117946.3
706.0,Germany,Male,33.0,9.0,150856.79,1.0,1.0,1.0,193014.26
556.0,France,Male,47.0,7.0,58820.32,1.0,1.0,0.0,153064.99
724.0,Spain,Male,29.0,4.0,0.0,1.0,1.0,0.0,89248.99
696.0,France,Male,54.0,6.0,0.0,2.0,1.0,1.0,57549.65
633.0,Spain,Male,22.0,2.0,0.0,2.0,0.0,1.0,180329.83
683.0,France,Male,41.0,3.0,83347.25,2.0,1.0,0.0,120540.83
763.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,121311.12
696.0,France,Male,38.0,7.0,0.0,2.0,1.0,1.0,91574.62
681.0,France,Female,32.0,7.0,0.0,2.0,0.0,1.0,70916.0
644.0,France,Male,33.0,3.0,0.0,2.0,1.0,1.0,152883.95
684.0,Spain,Male,37.0,2.0,103818.47,1.0,1.0,0.0,167810.26
545.0,France,Female,39.0,7.0,0.0,1.0,1.0,1.0,26149.25
751.0,France,Male,33.0,10.0,0.0,2.0,0.0,0.0,125979.36
687.0,Germany,Male,38.0,1.0,163975.09,1.0,1.0,1.0,121151.1
561.0,Spain,Male,37.0,4.0,0.0,2.0,1.0,0.0,70563.9
704.0,Spain,Male,25.0,1.0,0.0,2.0,1.0,1.0,43821.56
696.0,France,Male,32.0,8.0,0.0,2.0,0.0,0.0,162858.18
706.0,France,Female,34.0,0.0,0.0,2.0,1.0,1.0,117832.88
757.0,France,Male,37.0,8.0,0.0,2.0,1.0,1.0,26287.21
731.0,Spain,Male,42.0,1.0,0.0,2.0,1.0,1.0,105986.01
587.0,France,Female,34.0,9.0,0.0,2.0,1.0,0.0,82709.8
591.0,France,Female,41.0,1.0,121681.82,1.0,1.0,0.0,79577.4
531.0,France,Female,33.0,5.0,0.0,2.0,1.0,1.0,47322.05
693.0,France,Male,35.0,1.0,0.0,2.0,1.0,1.0,52876.41
591.0,Germany,Female,48.0,9.0,124640.58,1.0,1.0,1.0,110560.14
801.0,Germany,Male,38.0,7.0,105206.7,1.0,1.0,1.0,131807.14
645.0,Germany,Female,36.0,5.0,162482.76,2.0,0.0,1.0,167564.82
652.0,France,Female,28.0,5.0,0.0,1.0,1.0,1.0,173843.21
